lead_id,lead_date,mapped_dealer_id,lead_type,stage,estimated_value,competitor_seen,note
ASPLEAD0001509,2025-05-18,ASPDLR000588,Waterproofing,quoted,1272181.43,Berger,price high
ASPLEAD0001510,2026-03-06,ASPDLR000680,Builder project,stalled,2451060.02,Indigo,payment risk
ASPLEAD0001511,2025-07-19,ASPDLR000975,Beautiful Homes,quoted,1797268.06,Berger,payment risk
ASPLEAD0001512,01-Jan-26,ASPDLR000164,Villa,stalled,742213.00,None,contractor controls decision
ASPLEAD0001513,2025-11-26,ASPDLR000729,Beautiful Homes,site visit,1740915.25,Berger,price high
ASPLEAD0001514,09/06/2025,ASPDLR000602,Villa,site visit,2454593.69,Indigo,price high
ASPLEAD0001515,2024-11-29,ASPDLR000364,Waterproofing,quoted,2951580.47,Local,price high
ASPLEAD0001516,2025-01-14,ASPDLR000320,Apartment repaint,site visit,1477636.26,Indigo,price high
ASPLEAD0001517,2026-01-17,ASPDLR000237,Villa,stalled,2636655.79,Berger,contractor controls decision
ASPLEAD0001518,2024-06-13,ASPDLR000050,Villa,stalled,826864.10,Indigo,payment risk
ASPLEAD0001519,2025-07-20,ASPDLR000956,Villa,stalled,814170.31,Local,
ASPLEAD0001520,2025-02-18,ASPDLR000642,Beautiful Homes,stalled,539731.21,Indigo,price high
ASPLEAD0001521,2025-10-08,ASPDLR000868,Builder project,new,2934295.79,Indigo,contractor controls decision
ASPLEAD0001522,2026-01-17,ASPDLR000909,Villa,quoted,87307.31,unknown,dealer asked extra margin
ASPLEAD0001523,2025-10-20,ASPDLR000171,Builder project,stalled,2684839.05,JSW,price high
ASPLEAD0001524,14/08/2025,ASPDLR000734,Villa,won,1540149.78,Nerolac,dealer asked extra margin
ASPLEAD0001525,2024-04-01,ASPDLR000336,Villa,stalled,1600561.27,None,contractor controls decision
ASPLEAD0001526,2026-02-23,ASPDLR000965,Commercial,quoted,2214949.92,Berger,dealer asked extra margin
ASPLEAD0001527,20/06/2025,ASPDLR000124,Commercial,stalled,1393156.56,JSW,
ASPLEAD0001528,2024-10-07,ASPDLR000483,Commercial,lost,2009730.41,Indigo,dealer asked extra margin
ASPLEAD0001529,2025-09-30,ASPDLR000664,Waterproofing,quoted,2307345.99,Indigo,
ASPLEAD0001530,2026-01-04,ASPDLR000219,Waterproofing,lost,691475.32,Local,payment risk
ASPLEAD0001531,2024-06-12,ASPDLR000625,Villa,quoted,2649406.56,Berger,dealer asked extra margin
ASPLEAD0001532,2025-03-30,ASPDLR000597,Builder project,site visit,1117471.17,None,
ASPLEAD0001533,2025-02-12,ASPDLR000274,Builder project,won,1133755.03,Nerolac,contractor controls decision
ASPLEAD0001534,2025-10-06,ASPDLR000512,Apartment repaint,quoted,2001258.76,unknown,price high
ASPLEAD0001535,2025-01-04,ASPDLR000179,Apartment repaint,won,2913572.25,Indigo,payment risk
ASPLEAD0001536,2024-06-10,ASPDLR000788,Apartment repaint,new,2586588.26,unknown,payment risk
ASPLEAD0001537,2025-11-09,ASPDLR000940,Waterproofing,quoted,1123812.29,Berger,dealer asked extra margin
ASPLEAD0001538,2025-09-29,ASPDLR000460,Commercial,quoted,2226042.81,Berger,
ASPLEAD0001539,2025-08-02,ASPDLR000449,Beautiful Homes,new,1889853.13,Berger,contractor controls decision
ASPLEAD0001540,27/08/2025,ASPDLR000080,Villa,site visit,2915848.04,None,contractor controls decision
ASPLEAD0001541,2024-08-10,ASPDLR000525,Waterproofing,won,2448924.34,unknown,dealer asked extra margin
ASPLEAD0001542,22/09/2025,ASPDLR000220,Builder project,new,1243540.43,Local,dealer asked extra margin
ASPLEAD0001543,2025-04-17,ASPDLR000949,Villa,quoted,1280287.52,None,payment risk
ASPLEAD0001544,2025-04-03,ASPDLR000450,Waterproofing,quoted,2832218.20,unknown,price high
ASPLEAD0001545,2024-06-02,ASPDLR000246,Commercial,stalled,2910304.74,unknown,
ASPLEAD0001546,27-Feb-25,ASPDLR000611,Villa,won,1820380.48,Indigo,contractor controls decision
ASPLEAD0001547,2024-09-09,ASPDLR000069,Villa,quoted,1924147.71,unknown,payment risk
ASPLEAD0001548,20/11/2025,ASPDLR000708,Builder project,won,298290.62,Indigo,payment risk
ASPLEAD0001549,2025-07-20,ASPDLR000306,Waterproofing,won,531091.98,Berger,payment risk
ASPLEAD0001550,2026-02-10,ASPDLR000893,Commercial,lost,1120866.00,JSW,price high
ASPLEAD0001551,2025-06-05,ASPDLR000917,Villa,site visit,414451.36,unknown,dealer asked extra margin
ASPLEAD0001552,2024-04-01,ASPDLR000979,Commercial,stalled,2030739.75,None,price high
ASPLEAD0001553,13/01/2026,ASPDLR000581,Commercial,stalled,324859.17,unknown,price high
ASPLEAD0001554,2024-12-16,ASPDLR000850,Beautiful Homes,quoted,2340872.73,unknown,
ASPLEAD0001555,2024-10-07,ASPDLR000725,Waterproofing,site visit,2151169.61,Local,price high
ASPLEAD0001556,2025-08-17,ASPDLR000586,Builder project,stalled,2122779.21,Nerolac,payment risk
ASPLEAD0001557,2025-11-28,ASPDLR000404,Builder project,won,1827710.90,JSW,payment risk
ASPLEAD0001558,2026-01-28,ASPDLR000545,Villa,won,2595677.72,Nerolac,price high
ASPLEAD0001559,2025-07-29,ASPDLR000834,Beautiful Homes,stalled,1181207.27,None,price high
ASPLEAD0001560,2025-08-09,ASPDLR000478,Builder project,lost,553401.62,Nerolac,price high
ASPLEAD0001561,19-Dec-25,ASPDLR000242,Builder project,won,630539.19,Berger,dealer asked extra margin
ASPLEAD0001562,02/05/2025,ASPDLR000833,Commercial,quoted,1652824.19,None,contractor controls decision
ASPLEAD0001563,2024-12-27,ASPDLR000699,Commercial,stalled,1357825.18,Local,payment risk
ASPLEAD0001564,2024-10-30,ASPDLR000284,Builder project,lost,1683738.69,unknown,contractor controls decision
ASPLEAD0001565,2025-02-27,ASPDLR000983,Villa,new,1826736.96,Berger,
ASPLEAD0001566,2024-12-22,ASPDLR000388,Beautiful Homes,stalled,1456993.58,None,dealer asked extra margin
ASPLEAD0001567,02/16/2025,ASPDLR000439,Apartment repaint,stalled,1025555.47,Nerolac,dealer asked extra margin
ASPLEAD0001568,2024-05-05,ASPDLR000728,Apartment repaint,site visit,268683.89,Berger,payment risk
ASPLEAD0001569,2025-03-18,ASPDLR000845,Beautiful Homes,lost,2790197.35,Local,payment risk
ASPLEAD0001570,2025-06-01,ASPDLR000234,Villa,lost,2691335.28,Berger,contractor controls decision
ASPLEAD0001571,12/07/2024,ASPDLR000021,Waterproofing,new,2276135.69,Indigo,contractor controls decision
ASPLEAD0001572,2024-08-02,ASPDLR000546,Villa,stalled,1611539.65,unknown,
ASPLEAD0001573,2025-06-25,ASPDLR000768,Waterproofing,stalled,1415410.29,None,price high
ASPLEAD0001574,2025-07-17,ASPDLR000759,Waterproofing,new,1829706.16,None,
ASPLEAD0001575,05/26/2024,ASPDLR000708,Beautiful Homes,won,897228.18,None,payment risk
ASPLEAD0001576,2025-08-31,ASPDLR000252,Beautiful Homes,quoted,966630.40,Indigo,payment risk
ASPLEAD0001577,2025-08-21,ASPDLR000306,Waterproofing,lost,973655.69,unknown,dealer asked extra margin
ASPLEAD0001578,2025-01-04,ASPDLR000269,Beautiful Homes,new,917640.53,Berger,payment risk
ASPLEAD0001579,2026-01-08,ASPDLR000362,Commercial,lost,2792926.34,None,contractor controls decision
ASPLEAD0001580,06/24/2025,ASPDLR000374,Builder project,lost,2366271.29,Berger,payment risk
ASPLEAD0001581,2025-11-07,ASPDLR000734,Apartment repaint,lost,777219.58,unknown,contractor controls decision
ASPLEAD0001582,2025-03-17,ASPDLR000351,Apartment repaint,site visit,2801003.73,JSW,
ASPLEAD0001583,2024-07-19,ASPDLR000601,Beautiful Homes,stalled,1732049.89,None,contractor controls decision
ASPLEAD0001584,2026-01-06,ASPDLR000032,Apartment repaint,new,2193632.77,Indigo,payment risk
ASPLEAD0001585,2025-01-28,ASPDLR000358,Apartment repaint,stalled,2448781.47,unknown,contractor controls decision
ASPLEAD0001586,2025-12-30,ASPDLR000344,Villa,stalled,1975338.69,Nerolac,
ASPLEAD0001587,2025-02-25,ASPDLR000472,Villa,won,2843674.60,Nerolac,price high
ASPLEAD0001588,2025-09-05,ASPDLR000200,Villa,new,1131893.67,JSW,contractor controls decision
ASPLEAD0001589,06/10/2025,ASPDLR000920,Waterproofing,site visit,1158620.59,None,
ASPLEAD0001590,2025-08-30,ASPDLR000417,Beautiful Homes,site visit,594526.32,JSW,contractor controls decision
ASPLEAD0001591,2025-06-09,ASPDLR000461,Commercial,new,29363.32,unknown,payment risk
ASPLEAD0001592,2024-10-15,ASPDLR000990,Villa,new,1241552.39,None,contractor controls decision
ASPLEAD0001593,2026-02-21,ASPDLR000292,Waterproofing,lost,545641.29,None,price high
ASPLEAD0001594,2025-04-25,ASPDLR000443,Villa,site visit,2930425.85,Local,contractor controls decision
ASPLEAD0001595,2025-02-07,ASPDLR000964,Apartment repaint,won,2340578.60,Nerolac,price high
ASPLEAD0001596,2024-06-09,ASPDLR000697,Apartment repaint,stalled,1222073.13,Berger,
ASPLEAD0001597,2025-01-17,ASPDLR000247,Commercial,quoted,448788.24,JSW,price high
ASPLEAD0001598,29/06/2024,ASPDLR000406,Builder project,lost,1077099.14,Local,contractor controls decision
ASPLEAD0001599,2025-09-18,ASPDLR000197,Beautiful Homes,stalled,840963.39,unknown,contractor controls decision
ASPLEAD0001600,2025-11-17,ASPDLR000681,Builder project,stalled,2150490.59,Local,price high
ASPLEAD0001601,2026-02-05,ASPDLR000362,Villa,stalled,2158150.57,Indigo,
ASPLEAD0001602,2026-03-11,ASPDLR000648,Villa,site visit,2014585.66,Local,contractor controls decision
ASPLEAD0001603,2025-02-19,ASPDLR000745,Builder project,quoted,2011654.18,Local,
ASPLEAD0001604,2024-12-04,ASPDLR000834,Apartment repaint,new,1608999.96,Nerolac,price high
ASPLEAD0001605,2025-06-21,ASPDLR000678,Commercial,new,2025753.01,Indigo,contractor controls decision
ASPLEAD0001606,2026-03-28,ASPDLR000026,Waterproofing,lost,1963033.75,Local,dealer asked extra margin
ASPLEAD0001607,2024-12-19,ASPDLR000748,Beautiful Homes,quoted,2029514.57,unknown,price high
ASPLEAD0001608,12/21/2025,ASPDLR000445,Villa,stalled,994890.94,JSW,payment risk
ASPLEAD0001609,2025-06-22,ASPDLR000815,Villa,lost,1561911.25,Indigo,price high
ASPLEAD0001610,18/12/2024,ASPDLR000339,Commercial,stalled,321763.49,None,dealer asked extra margin
ASPLEAD0001611,2024-12-15,ASPDLR000720,Commercial,lost,546769.01,Local,dealer asked extra margin
ASPLEAD0001612,20/08/2024,ASPDLR000872,Villa,new,291186.25,unknown,dealer asked extra margin
ASPLEAD0001613,2025-10-25,ASPDLR000498,Beautiful Homes,new,1531443.81,Nerolac,price high
ASPLEAD0001614,2025-04-23,ASPDLR000351,Villa,quoted,1855042.45,Local,
ASPLEAD0001615,2025-02-13,ASPDLR000347,Waterproofing,quoted,864245.03,JSW,dealer asked extra margin
ASPLEAD0001616,2025-05-14,ASPDLR000962,Builder project,new,2729060.26,Nerolac,payment risk
ASPLEAD0001617,2025-10-14,ASPDLR000472,Commercial,new,2515568.20,Berger,dealer asked extra margin
ASPLEAD0001618,2025-07-24,ASPDLR000666,Beautiful Homes,quoted,2380664.07,JSW,contractor controls decision
ASPLEAD0001619,2024-05-20,ASPDLR000017,Beautiful Homes,stalled,730501.36,Berger,payment risk
ASPLEAD0001620,2025-06-07,ASPDLR000061,Waterproofing,won,2717730.32,unknown,
ASPLEAD0001621,2025-02-25,ASPDLR000451,Waterproofing,stalled,759914.84,Indigo,contractor controls decision
ASPLEAD0001622,06-Jun-24,ASPDLR000308,Beautiful Homes,stalled,2361535.99,None,contractor controls decision
ASPLEAD0001623,2024-12-11,ASPDLR000997,Commercial,lost,694530.48,None,dealer asked extra margin
ASPLEAD0001624,2024-12-02,ASPDLR000173,Commercial,quoted,2947250.78,unknown,dealer asked extra margin
ASPLEAD0001625,2024-11-14,ASPDLR000094,Villa,new,742553.71,Local,payment risk
ASPLEAD0001626,2025-03-03,ASPDLR000356,Waterproofing,won,968429.00,Indigo,dealer asked extra margin
ASPLEAD0001627,2025-01-21,ASPDLR000254,Builder project,new,2619555.19,Berger,contractor controls decision
ASPLEAD0001628,2025-12-30,ASPDLR000861,Waterproofing,stalled,2000817.79,JSW,
ASPLEAD0001629,02/06/2025,ASPDLR000285,Beautiful Homes,quoted,2107456.72,Indigo,
ASPLEAD0001630,2025-08-14,ASPDLR000765,Apartment repaint,new,1212433.05,None,dealer asked extra margin
ASPLEAD0001631,2025-10-25,ASPDLR000242,Builder project,lost,2760972.48,unknown,price high
ASPLEAD0001632,2025-08-20,ASPDLR000282,Beautiful Homes,lost,266612.93,None,
ASPLEAD0001633,2024-07-05,ASPDLR000973,Waterproofing,site visit,2193333.40,Nerolac,price high
ASPLEAD0001634,2026-03-12,ASPDLR000759,Commercial,won,1360746.05,None,dealer asked extra margin
ASPLEAD0001635,03/20/2025,ASPDLR000987,Villa,new,1426482.72,Indigo,
ASPLEAD0001636,2025-03-27,ASPDLR000962,Waterproofing,stalled,2783799.22,None,price high
ASPLEAD0001637,2024-08-11,ASPDLR000765,Beautiful Homes,site visit,780897.86,JSW,dealer asked extra margin
ASPLEAD0001638,05/26/2024,ASPDLR000801,Villa,won,2152665.54,unknown,
ASPLEAD0001639,2026-01-24,ASPDLR000998,Builder project,site visit,2500987.14,Berger,price high
ASPLEAD0001640,2024-09-16,ASPDLR000070,Commercial,lost,546392.57,Indigo,dealer asked extra margin
ASPLEAD0001641,2025-09-06,ASPDLR000293,Beautiful Homes,lost,298004.61,Local,price high
ASPLEAD0001642,2024-12-07,ASPDLR000552,Apartment repaint,new,1636847.89,unknown,contractor controls decision
ASPLEAD0001643,2024-06-23,ASPDLR000385,Builder project,won,1304525.62,Berger,payment risk
ASPLEAD0001644,2025-07-10,ASPDLR000601,Builder project,quoted,1083001.03,Nerolac,
ASPLEAD0001645,2025-10-04,ASPDLR000527,Waterproofing,stalled,122639.45,None,dealer asked extra margin
ASPLEAD0001646,2026-02-27,ASPDLR000290,Beautiful Homes,stalled,2379202.49,Berger,dealer asked extra margin
ASPLEAD0001647,2025-02-10,ASPDLR000334,Commercial,lost,2244278.90,Indigo,payment risk
ASPLEAD0001648,2025-04-28,ASPDLR000518,Commercial,new,2942111.01,unknown,
ASPLEAD0001649,2026-01-13,ASPDLR000180,Apartment repaint,new,974788.28,Berger,payment risk
ASPLEAD0001650,02/11/2025,ASPDLR000840,Waterproofing,won,2496521.89,Berger,
ASPLEAD0001651,2024-10-29,ASPDLR000689,Builder project,stalled,1486903.84,None,price high
ASPLEAD0001652,26/07/2025,ASPDLR000044,Commercial,won,2208288.53,Indigo,contractor controls decision
ASPLEAD0001653,2024-10-11,ASPDLR000797,Villa,won,1539427.11,Indigo,payment risk
ASPLEAD0001654,2024-09-08,ASPDLR000507,Apartment repaint,new,697158.72,Indigo,price high
ASPLEAD0001655,2025-10-20,ASPDLR000294,Commercial,lost,738921.00,Indigo,
ASPLEAD0001656,2025-02-24,ASPDLR000082,Beautiful Homes,new,1408697.60,JSW,contractor controls decision
ASPLEAD0001657,19/10/2025,ASPDLR000669,Villa,won,1879581.21,Berger,contractor controls decision
ASPLEAD0001658,2024-05-28,ASPDLR000945,Beautiful Homes,stalled,2042609.45,unknown,price high
ASPLEAD0001659,2025-11-30,ASPDLR000672,Villa,lost,36722.51,None,
ASPLEAD0001660,2026-01-10,ASPDLR000556,Waterproofing,site visit,2404017.87,JSW,contractor controls decision
ASPLEAD0001661,2025-10-10,ASPDLR000643,Villa,quoted,323382.37,Nerolac,contractor controls decision
ASPLEAD0001662,04-Feb-25,ASPDLR000226,Apartment repaint,lost,2502201.72,Berger,price high
ASPLEAD0001663,2026-01-22,ASPDLR000490,Beautiful Homes,lost,403385.85,Indigo,price high
ASPLEAD0001664,2026-03-15,ASPDLR000627,Commercial,quoted,2490793.19,unknown,
ASPLEAD0001665,2024-07-17,ASPDLR000783,Beautiful Homes,quoted,1049864.41,Indigo,price high
ASPLEAD0001666,2024-10-13,ASPDLR000108,Builder project,site visit,92194.25,Indigo,dealer asked extra margin
ASPLEAD0001667,2026-01-27,ASPDLR000215,Waterproofing,new,2630932.53,Indigo,price high
ASPLEAD0001668,2025-08-16,ASPDLR000652,Apartment repaint,new,2530382.39,unknown,
ASPLEAD0001669,2025-10-08,ASPDLR000010,Apartment repaint,quoted,2025534.47,None,price high
ASPLEAD0001670,2024-12-01,ASPDLR000302,Beautiful Homes,lost,2632543.86,Berger,dealer asked extra margin
ASPLEAD0001671,2025-10-25,ASPDLR000515,Apartment repaint,lost,1931092.95,Nerolac,dealer asked extra margin
ASPLEAD0001672,2025-10-30,ASPDLR000934,Apartment repaint,new,1340856.46,Indigo,
ASPLEAD0001673,2024-05-01,ASPDLR000193,Apartment repaint,stalled,1566502.69,unknown,price high
ASPLEAD0001674,2025-10-18,ASPDLR000507,Beautiful Homes,quoted,215079.66,None,price high
ASPLEAD0001675,05/10/2024,ASPDLR000701,Beautiful Homes,new,580982.93,None,payment risk
ASPLEAD0001676,2025-06-15,ASPDLR000652,Commercial,new,2814856.78,None,contractor controls decision
ASPLEAD0001677,2025-01-25,ASPDLR000943,Villa,quoted,52952.61,None,dealer asked extra margin
ASPLEAD0001678,2025-05-02,ASPDLR000470,Apartment repaint,lost,2023787.25,Local,contractor controls decision
ASPLEAD0001679,2025-01-15,ASPDLR000915,Builder project,won,259911.77,None,
ASPLEAD0001680,2025-09-03,ASPDLR000159,Apartment repaint,new,174960.32,unknown,dealer asked extra margin
ASPLEAD0001681,2025-10-10,ASPDLR000864,Waterproofing,new,275964.30,Indigo,contractor controls decision
ASPLEAD0001682,2025-11-25,ASPDLR000441,Commercial,site visit,1774292.85,JSW,contractor controls decision
ASPLEAD0001683,2024-10-06,ASPDLR000281,Villa,won,2929123.13,Berger,price high
ASPLEAD0001684,2026-03-23,ASPDLR000321,Builder project,won,736789.54,Nerolac,price high
ASPLEAD0001685,23/03/2026,ASPDLR000847,Apartment repaint,site visit,235069.26,None,payment risk
ASPLEAD0001686,02/10/2025,ASPDLR000894,Apartment repaint,site visit,996382.39,Berger,
ASPLEAD0001687,2025-09-30,ASPDLR000999,Villa,site visit,239023.67,unknown,contractor controls decision
ASPLEAD0001688,10/10/2024,ASPDLR000874,Apartment repaint,lost,1710557.10,JSW,price high
ASPLEAD0001689,12/16/2025,ASPDLR000113,Apartment repaint,quoted,1728004.03,Local,payment risk
ASPLEAD0001690,2024-04-14,ASPDLR000226,Waterproofing,stalled,1174149.78,Local,price high
ASPLEAD0001691,2026-01-11,ASPDLR000767,Builder project,lost,1538363.79,Nerolac,price high
ASPLEAD0001692,07/08/2024,ASPDLR000760,Villa,new,1303629.14,Nerolac,price high
ASPLEAD0001693,2025-08-21,ASPDLR000435,Villa,lost,1041746.82,Indigo,dealer asked extra margin
ASPLEAD0001694,2026-01-19,ASPDLR000760,Villa,lost,1604417.58,Indigo,price high
ASPLEAD0001695,2025-04-23,ASPDLR000541,Villa,lost,2192385.03,unknown,
ASPLEAD0001696,2024-07-29,ASPDLR000107,Builder project,quoted,2052939.38,unknown,payment risk
ASPLEAD0001697,2024-06-23,ASPDLR000652,Commercial,stalled,1895442.96,Berger,contractor controls decision
ASPLEAD0001698,16-Apr-25,ASPDLR000603,Apartment repaint,site visit,2368054.10,Indigo,contractor controls decision
ASPLEAD0001699,2025-06-02,ASPDLR000108,Waterproofing,new,2332261.56,Nerolac,contractor controls decision
ASPLEAD0001700,2024-05-11,ASPDLR000681,Beautiful Homes,stalled,1145717.68,None,
ASPLEAD0001701,18-Feb-26,ASPDLR000309,Waterproofing,new,2159756.28,None,dealer asked extra margin
ASPLEAD0001702,06/28/2024,ASPDLR000181,Villa,stalled,2128052.71,JSW,payment risk
ASPLEAD0001703,2024-09-28,ASPDLR000218,Waterproofing,quoted,396727.31,JSW,contractor controls decision
ASPLEAD0001704,2025-02-25,ASPDLR000280,Waterproofing,site visit,690084.73,Indigo,price high
ASPLEAD0001705,2025-02-08,ASPDLR000451,Villa,won,2714381.82,None,contractor controls decision
ASPLEAD0001706,2024-10-22,ASPDLR000629,Builder project,new,2312311.81,JSW,payment risk
ASPLEAD0001707,2025-09-01,ASPDLR000441,Beautiful Homes,lost,1450054.36,Indigo,contractor controls decision
ASPLEAD0001708,2025-03-09,ASPDLR000985,Builder project,stalled,2553045.23,JSW,contractor controls decision
ASPLEAD0001709,2024-08-30,ASPDLR000367,Commercial,site visit,2001890.90,Berger,
ASPLEAD0001710,12/06/2024,ASPDLR000100,Beautiful Homes,quoted,2069307.67,unknown,price high
ASPLEAD0001711,09-Jun-24,ASPDLR000217,Villa,quoted,2840562.28,JSW,dealer asked extra margin
ASPLEAD0001712,2025-07-19,ASPDLR000829,Beautiful Homes,won,1624453.00,Local,price high
ASPLEAD0001713,2024-11-22,ASPDLR000246,Beautiful Homes,stalled,527730.14,Nerolac,
ASPLEAD0001714,2024-12-01,ASPDLR000154,Beautiful Homes,new,118330.87,JSW,payment risk
ASPLEAD0001715,2024-05-18,ASPDLR000651,Villa,site visit,1812459.95,unknown,price high
ASPLEAD0001716,2025-11-11,ASPDLR000760,Waterproofing,site visit,1121458.42,Indigo,contractor controls decision
ASPLEAD0001717,2025-07-26,ASPDLR000667,Beautiful Homes,quoted,2292754.84,Local,contractor controls decision
ASPLEAD0001718,2025-06-25,ASPDLR000629,Commercial,won,469826.26,Nerolac,dealer asked extra margin
ASPLEAD0001719,2025-01-02,ASPDLR000148,Beautiful Homes,new,817627.76,Indigo,payment risk
ASPLEAD0001720,06/11/2025,ASPDLR000179,Apartment repaint,won,1358090.08,JSW,contractor controls decision
ASPLEAD0001721,2026-03-01,ASPDLR000403,Villa,lost,420574.39,JSW,price high
ASPLEAD0001722,2024-08-11,ASPDLR000680,Builder project,quoted,2747301.31,unknown,payment risk
ASPLEAD0001723,2024-07-01,ASPDLR000858,Commercial,new,1667746.87,JSW,dealer asked extra margin
ASPLEAD0001724,27-Oct-24,ASPDLR000084,Commercial,quoted,1055639.76,None,price high
ASPLEAD0001725,2026-02-19,ASPDLR000989,Beautiful Homes,quoted,118032.68,unknown,
ASPLEAD0001726,2024-05-05,ASPDLR000764,Apartment repaint,stalled,1630904.85,Nerolac,
ASPLEAD0001727,2025-01-13,ASPDLR000404,Beautiful Homes,quoted,488840.41,Local,
ASPLEAD0001728,2026-01-25,ASPDLR000115,Beautiful Homes,lost,2067203.10,Berger,payment risk
ASPLEAD0001729,2024-05-20,ASPDLR000922,Builder project,site visit,2143427.33,Nerolac,price high
ASPLEAD0001730,2024-12-07,ASPDLR000676,Commercial,quoted,1198673.16,Nerolac,
ASPLEAD0001731,2025-10-01,ASPDLR000670,Villa,lost,2621690.71,Berger,price high
ASPLEAD0001732,09/06/2024,ASPDLR000310,Apartment repaint,won,1752053.18,Nerolac,payment risk
ASPLEAD0001733,2025-04-20,ASPDLR000968,Builder project,quoted,931864.97,Indigo,payment risk
ASPLEAD0001734,07-Jun-24,ASPDLR000631,Commercial,lost,111572.80,Berger,dealer asked extra margin
ASPLEAD0001735,04/15/2025,ASPDLR000784,Builder project,site visit,2939526.77,unknown,dealer asked extra margin
ASPLEAD0001736,11/10/2025,ASPDLR000839,Waterproofing,lost,1621135.40,JSW,dealer asked extra margin
ASPLEAD0001737,09/04/2024,ASPDLR000042,Villa,won,2823705.08,Nerolac,payment risk
ASPLEAD0001738,29/05/2024,ASPDLR000826,Commercial,quoted,1354840.22,Nerolac,
ASPLEAD0001739,08-Mar-25,ASPDLR000330,Waterproofing,quoted,2384746.98,None,payment risk
ASPLEAD0001740,2024-05-08,ASPDLR000788,Waterproofing,new,231951.17,unknown,payment risk
ASPLEAD0001741,04-Jan-25,ASPDLR000219,Beautiful Homes,site visit,1071122.61,Nerolac,contractor controls decision
ASPLEAD0001742,2024-10-22,ASPDLR000122,Builder project,lost,455312.18,Berger,price high
ASPLEAD0001743,10/02/2025,ASPDLR000471,Beautiful Homes,new,1559648.42,Indigo,payment risk
ASPLEAD0001744,2025-07-12,ASPDLR000414,Builder project,stalled,1466241.63,Local,
ASPLEAD0001745,2024-11-23,ASPDLR000243,Waterproofing,new,1417196.02,JSW,payment risk
ASPLEAD0001746,2025-10-14,ASPDLR000124,Waterproofing,lost,2645562.72,Berger,payment risk
ASPLEAD0001747,2025-06-22,ASPDLR000123,Builder project,site visit,462200.75,Berger,payment risk
ASPLEAD0001748,17/11/2025,ASPDLR000986,Beautiful Homes,quoted,480404.87,Nerolac,payment risk
ASPLEAD0001749,2025-11-03,ASPDLR000156,Beautiful Homes,site visit,416817.42,JSW,contractor controls decision
ASPLEAD0001750,2024-10-29,ASPDLR000681,Commercial,site visit,2554665.87,JSW,payment risk
ASPLEAD0001751,2025-03-04,ASPDLR000130,Villa,site visit,709828.20,Indigo,price high
ASPLEAD0001752,2026-01-01,ASPDLR000932,Builder project,site visit,1160983.93,Nerolac,price high
ASPLEAD0001753,2024-05-25,ASPDLR000403,Beautiful Homes,won,318574.14,Berger,
ASPLEAD0001754,2025-05-08,ASPDLR000403,Builder project,site visit,397520.77,None,
ASPLEAD0001755,2024-08-28,ASPDLR000708,Waterproofing,site visit,1154214.88,None,payment risk
ASPLEAD0001756,2025-11-08,ASPDLR000938,Apartment repaint,quoted,912520.83,unknown,
ASPLEAD0001757,2026-01-20,ASPDLR000836,Apartment repaint,new,2327435.59,Berger,price high
ASPLEAD0001758,07/10/2024,ASPDLR000030,Beautiful Homes,quoted,1564241.68,None,
ASPLEAD0001759,20/01/2026,ASPDLR000711,Apartment repaint,quoted,615139.79,Nerolac,
ASPLEAD0001760,2024-07-23,ASPDLR000941,Apartment repaint,lost,1035701.06,Nerolac,payment risk
ASPLEAD0001761,2024-09-09,ASPDLR000798,Commercial,stalled,1319581.08,None,dealer asked extra margin
ASPLEAD0001762,02/09/2024,ASPDLR000411,Beautiful Homes,stalled,331472.85,None,dealer asked extra margin
ASPLEAD0001763,13-Nov-24,ASPDLR000665,Apartment repaint,stalled,2808724.34,unknown,payment risk
ASPLEAD0001764,2025-02-14,ASPDLR000850,Commercial,site visit,1704092.72,Local,price high
ASPLEAD0001765,2024-07-11,ASPDLR000431,Beautiful Homes,won,1599662.81,JSW,contractor controls decision
ASPLEAD0001766,2024-09-15,ASPDLR000853,Builder project,site visit,2479026.61,unknown,contractor controls decision
ASPLEAD0001767,2025-11-23,ASPDLR000071,Villa,site visit,1221070.18,Berger,dealer asked extra margin
ASPLEAD0001768,2025-06-18,ASPDLR000307,Commercial,new,2016293.41,Indigo,payment risk
ASPLEAD0001769,2024-12-24,ASPDLR000256,Apartment repaint,site visit,217081.78,Local,dealer asked extra margin
ASPLEAD0001770,18-Jun-25,ASPDLR000700,Beautiful Homes,lost,2848821.62,unknown,payment risk
ASPLEAD0001771,2024-05-14,ASPDLR000284,Waterproofing,won,2640563.92,unknown,contractor controls decision
ASPLEAD0001772,2024-11-15,ASPDLR000330,Commercial,stalled,2352195.58,Local,price high
ASPLEAD0001773,2024-10-04,ASPDLR000793,Builder project,new,2238826.56,unknown,price high
ASPLEAD0001774,2025-08-29,ASPDLR000329,Builder project,stalled,864188.10,Indigo,dealer asked extra margin
ASPLEAD0001775,2025-01-02,ASPDLR000636,Commercial,lost,1787362.73,Indigo,
ASPLEAD0001776,2025-07-08,ASPDLR000488,Waterproofing,lost,262038.48,JSW,
ASPLEAD0001777,2024-04-29,ASPDLR000407,Villa,site visit,753773.87,JSW,
ASPLEAD0001778,2024-07-25,ASPDLR000156,Commercial,site visit,1426840.45,Berger,contractor controls decision
